,Alabama,English,Class,Principal Parts,Derivation,Notes
6834,simbitíkko,Negative form of simbi,,,,
6835,simka,"to be peeled, stripped (especially of cane)",,,[/sib-ka1],
6836,símko,Negative form of simbi,,,,
6837,simmi,Var. of simbi,,,,
6838,simohka,"to be numb in a body part, have the circulation cut off in a part of the body, have a limb of the body fall asleep, be tingling, pins and needles",CHA-,,,
6839,simohkatíkko,Negative form of simohka,,,,
6840,sinaphoba,"a tree similar to ash, used in making horse medicine",,,,
6841,sinaphooba,Var. of sinaphoba,,,,
6842,sinapo,"any ash tree, esp. white ash",,,,
6843,sinapohólba,Var. of sinaphoba,,,,
6844,sinoktaɬayli,Var. of sonokkiɬayli,,,,
6845,sinoktiɬayli,Var. of sonokkiɬayli,,,,
6846,sista,"eldest daughter, older daughter",,,,
6847,sitoffi,"to untie (a restraint), unbutton (one button)",-LI/3,"sitofchi, sitofhili, sitofhachi",[/sitof-li],
6848,sitofka,to be untied (of one),,,[/sitof-ka1],
6849,sitòoka,"to be untied, come untied (of more than one)",,,[/sito(f)-ka1],
6850,sitòoli,to untie (more than one restraint),-LI/3,"sitòochi, sitòohili, sitòohachi",[/sito(f)-li],
6851,siwaakola,"bald cypress, cypress tree",,,,
6852,siwaakola impisi,cypress knee,,,[/siwaakola im- /pisi],
6853,siwaakola ittoɬpa,cypress knee,,,[/siwaakola /ittoɬpa],
6854,skalàoba,Var. of iskalàaba,,,,
6855,skali,Var. of iskali,,,,
6856,skaytóklo,Var. of iskalitóklo,,,,
6857,sɬaafka,Var. of tikbisɬaafka,,,,
6858,sna,Var. of isna,,,,
6859,snafka,snuff,,,[/snaf-ka3],
6860,snafka ilpa,snuff chewing,,,[/snaf-ka3],
6861,snafka ipa,"to dip snuff, chew snuff",-LI/3,,[/snaf-ka3],
6862,sno,Var. of isno,,,,
6863,snoktaɬayli,Var. of sonokkiɬayli,,,,
6864,snoktaɬaylichoba,yellow horsemint,,,[/snoktaɬayli /choba],
6865,sobáayka,"to be well known, known about for some time",CHA-,,[/sobay-ka1],
6866,sobáayli,"to know (already), recognize; to study",-LI/3,"sobáaychi, sobáayhili, sobáayhachi",,
6867,sobayhíkko,Negative form of sobàyka,,,,
6868,sobayíkko,Var. of sobayhíkko,,,,
6869,sobàyka,"to have been found out about; to be known, learned",CHA-,,[/sobay-ka1],
6870,sobáyka,Var. of sobáayka,,,,
6871,sobáyka báana,"to be well known, famous, known a long time",CHA-,,[/sobáay-ka1],
6872,sobàyko,Negative form of sobàyli,,,,
6873,sobàykohchi ilahoobachi,"to avoid coming to terms with (a situation), not want to know about",-LI/3,,[/sobày-ki-o2],
6874,sobayli,"to find out about, learn, perceive, remember",-LI/CHA-,"sobaychi, sobayhili, sobayhachi",,
6875,sobàyli,"to know, have learned",-LI/CHA-,"sobàychi, sobàyhili, sobàyhachi",[/sobay-li],
6876,sobila,lye,,,,
6877,sobohli,"to be smoky, give off smoke (in more than one place or at various times)",,,[/sobo<h>t-li],
6878,sobooli,Var. of sobohli,,,,
6879,sobóotli,to be smoke,,,,
6880,sobotli,smoke,,,[/sobot-li],
6881,sóffòoli,"to be beginning to swell, be slightly swollen",,,[/sofoh-li],
6882,sofka,to fall (of leaves); to drain (down through something),,,[poss. /sofi-ka1],
6883,sòfko,Negative form of soofi,,,,
6884,sofohli,"to swell, be swollen, rise",,,[/sofoh-li],
6885,sofohlichi,"to make rise, cause to swell",-LI/3,"sofohchichi, sofohhilichi, sofohhachichi",[/sofoh-li-chi1],
6886,sofooli,Var. of sofohli,,,,
6887,sofoolichi,Var. of sofohlichi,,,,
6888,sofòolichi,to make a rustling or shuffling noise as of papers or leaves,-LI,"sofòochichi, sofòohilichi, sofòohachichi",[/sofòo-li-chi2],
6889,sohkachi,"to be milled, sawed (of wood)",,,[/soh-ka1],
6890,sohlichi,"to saw, mill wood, rasp; to make a rasping noise",-LI/3,"sohchichi, sohhilichi, sohhachichi",[/soh-li-chi2],
6891,sóhpa,to be lighter,CHA-,,,
6892,sokaffi,"to scrape, peel off, scalp, skin, strip (bark) (once or one thing)",-LI/CHA-,"sokafchi, sokafhili, sokafhachi",[/sokaf-li],
6893,sokafka,"scrape, abrasion",,,[/sokaf-ka1],
6894,sokcha,"to be loose, baggy",Other Verb,,,
6895,sokchachi,"to make a bag out of (especially a skin); to loosen (something) that has been tight, make baggy",-LI/3,"sokchachitiska, sokchachitilka, sokchachitaska",[/sokcha-chi1],
6896,sokcha istabatilka,suitcase,,,[/sokcha ist- /tabat<il>-ka1],
6897,sokchapaɬakna,"tow sack, burlap sack",,,[/sokcha /paɬakna],
6898,sokha,"pig, hog",,,,
6899,sokhàatka,opossum,,,[/sokha /hat-ka1],
6900,sokhàatkasi,"baby opossum, small opossum",,,[/sokha /hat-ka1],
6901,sokhaffakchi,pork rind,,,[/sokha /affakchi],
6902,sokhahatka,white pig,,,[/sokha /hat-ka1],
6903,sokhahàtkasi,"white piglet, little opossum",,,[/sokha /hat-ka1],
6904,sokha ichokpaskachi,hog jowls,,,[/sokha icho(k)- -/paskachi],
6905,sokhamaɬatli,wild hog,,,[/sokha /maɬat-li],
6906,sokhanakchi,"spare ribs, pork ribs",,,[/sokha /nakchi],
6907,sokhanipo,pork,,,[/sokha /nipo],
6908,sokhaniya,pork cracklings,,,[/sokha /niya],
6909,sokhasi,"piglet, shoat",,,[/sokha-osi],
6910,sokhasihàtka,white piglet,,,[/sokha-osi /hat-ka1],
6911,sokhilli,"to have epilepsy, have a seizure, have convulsions",CHA-,,[/sokha /illi],
6912,sokhinchaabi,hog intestines,,,[/sokha im- /chaabi],
6913,sokhobi,ham,,,[/sokha /obi],
6914,sokka,"to get scraped up, peeled, scalped; to flake off",CHA-,,[/sok(af)-ka1],
6915,sokli,"to scrape, peel off, scalp, skin, strip (bark) (repeatedly or more than one), remove the outer layer from",-LI/CHA-,"sokchi, sokhili, sokhachi",[/sok(af)-li],
6916,sokpa,"to be light, lightweight, agile (as a gymnast)",CHA-,,,
6917,sókpa,Var. of sóhpa,,,,
6918,sokpanòoli,"little black water insect, small black things floating in jelly on the surface of the water (mosquito larva?)",,,,
6919,solkaffakchi,snail shell,,,[/solko /affakchi],
6920,solko,snail,,,,
6921,sollòkchi,"spirit, soul, ghost",CHA-,,,
6922,sollòota,cricket,,,,
6923,sóllotka,"to be slightly dried up, starting to dry up (of one)",CHA-,,,
6924,solohka,"to be dry, thin (of more than one)",CHA-,,[/solo<h>t-ka1],
6925,solòoya,"for to be a jingling, tinkling sound",,,,
6926,solòoyachi,to make something jingle or tinkle (as a small bell),-LI/3,"solòoyachitiska, solòoyachitilka, solòoyachitaska",[/solòoya-chi1],
6927,solotka,"to be dry, dried, dried up, shriveled up, shrunken, wilted (as an old plant), skinny, wizened (of one); for there to be a drought",,,[/solot-ka1],
6928,solotli,to dry,-LI/CHA-,"solotchi, solothili, solothachi",[/solot-li],
6929,sómbàyka,"to be known of, have been heard of (as a famous person one has heard of but does not know personally)",CHA-,,,
6930,sómbàyli,to remember; to know a little about something,-LI/3,"sómbàychi, sómbàyhili, sómbàyhachi",,
6931,sómbàylifìinakáhchi,to be nosey,,,[/sobày-li-fìhna-káhmi-hchi],
6932,sómbotli,to be smoking,,,[/sobot-li],
6933,somo,"moss, Spanish moss; lichen",,,,
6934,somofahka,spun Spanish moss,,,[/somo /fah-ka1],
6935,somofahli,to spin Spanish moss,-LI/3,"somofahchi, somofahhili, somofahhachi",[/somo /fah-li],
6936,somohatka,living Spanish moss (as opposed to somolocha),,,[/somo /hatka],
6937,somo isfahka,tool used in spinning moss,,,[/somo ist- /fah-ka1],
6938,somo iyyispaska,Spanish moss doormat,,,[/somo /iyyi ist- /pas-ka1],
6939,somolocha,dried Spanish moss,,,[/somo /locha],
6940,somopaapatka impaapatka,Spanish moss saddle blanket,,,[/somo paa- /pat(àa)-ka1],
6941,somosfahka,Var. of somo isfahka,,,,
6942,somospatka,Spanish moss mattress,,,[/somo ist- /pat(aa)-ka1],
6943,somotaɬka,woven Spanish moss,,,[/somo /taɬa-ka1],
6944,soⁿhoka,sonka,,,,
6945,sonka,to suck,-LI/3,"soiⁿska, soiⁿlka, soaⁿska",[/som-ka1],
6946,sonok,money,,,,
6947,sonokchaf,Var. of sonokcháffàaka,,,,
6948,sonok chaffa,Var. of sonokcháffàaka,,,,
6949,sonokcháffàaka,"dollar, dollar bill",,,[/sonok /cháffàa-ka1],
6950,sonokkiɬayli,species of mint plant,,,,
6951,soobi,"to stoop over, bend over",-LI,"soobitiska, soobitilka, soobitaska",,
6952,soobìichi,to bend (someone) over,-LI/CHA-,"soobìichitiska, soobìichitilka, soobìichitaska",[/soobi-chi1],
6953,soofi,"to spill, throw, discard (more than one thing); to flush (the toilet)",-LI/3,"soofchi, soofhili, soofhachi",[poss. /sofi],
6954,soofíkko,Negative form of sofka,,,,
6955,soofka,Var. of sofka,,,,
6956,sooka,to be held in the arms (as a baby or bag of groceries),,,[/soo-ka1],
6957,sòoka,"movie, picture show",,,[/sòo-ka3],
6958,sòoli,"to hold in the arms, carry (as a baby), cradle in the arms",-LI/CHA-,"sòochi, sòohili, sòohachi",[/sòo-li],
6959,soopli,Var. of sopli,,,,
6960,sopàali,to clean (more than one or repeatedly),-LI/CHA-,"sopàachi, sopàahili, sopàahachi",[/sopa(t)-li],
6961,sopahli,Var. of sopàali,,,,
6962,sopatka,"to be cleaned, bare",CHA-,,[/sopat-ka1],
6963,sopátkàasi,"to be neat, clean",CHA-,,[/sopat-ka1],
6964,sopatli,to get (something) clean,-LI/CHA-,"sopatchi, sopathili, sopathachi",[/sopat-li],
6965,sopiika,white sucker fish,,,,
6966,sopli,"to skin (an animal), scrape, rub the skin off of (as shoes that are too small)",-LI/CHA-,"sopchi, sophili, sophachi",[/sop-li],
6967,sowi,"to be thin, slim, slender, skinny (of people or animals); to be dry (of one); to lose weight",CHA-,,,
6968,sowiichi,"to make lose weight (as disease, diet pills, doctor's orders, etc.)",-LI/CHA-,"sowiichitiska, sowiichitilka, sowiichitaska",[/sowi-chi1],
6969,sowiisowi,"locust, cicada; the whirring noise of a cicada",,,,
6970,stìitka,"the State, the state of Texas",,,[/stìit-ka3],
6971,faayàali,"to stop, quit doing, be through with, go out of business, leave off doing; to leave (someone or something); to release let go of (something) (of more than two)",-LI/CHA-,"-, faayàahili, faayàahachi",[/faayaa-li],
6972,faayahli,"to stop, quit doing, be through with, go out of business, leave off doing; to leave (someone or something); to release let go of (something) (of two)",-LI/CHA-,"-, faayahhili, faayahhachi",[/faayaa<h>-li],
6973,fachala,"woodpecker, redheaded woodpecker",,,,
6974,fachopli,"to sprout, come up (of a crop), come out (of leaves)",Other Verb,,,
6975,fahka,"to be wound up, spun into a bundle (as moss)",,,[/fah-ka1],
6976,fahli,to move (something) with a circular motion using the hand,-LI/3,"fahchi, fahhili, fahhachi",[/fah-li],
6977,fakohlichi,"to leaf through (a book), turn (pages), flip through (a book), riffle (pages); to untangle",-LI/3,"fakohchichi, fakohhilichi, fakohhachichi",[/fako<h>p-li-chi2],
6978,fakoolichi,Var. of fakohlichi,,,,
6979,fakopka,to be opened (of one),,,[/fakop-ka1],
6980,fakopli,"to bud, put out leaves, leaf out (as a tree or plant)",Other Verb,,[/fakop-li],
6981,falaíⁿkko,Negative form of falanka2,,,,
6982,falakchi,"wing (of a bird), long feather",CHA-,,,
6983,falakchi tahlichi,"to flap the wings, flutter wings (as a chicken)",-LI/3,,,
6984,falakto,to be forked (as a stick),,,,
6985,falam-,<br/>,,,,
6986,falammi,north,,,,
6987,falammi,to wake (someone) up,Other Verb,,[/falam-li],
6988,falámmifa hochiiɬi,"Polaris, North Star",,,[/falammi-fa /hochiiɬi],
6989,Falànchi,French person,,,,
6990,falanka,"to be awakened, wake",Other Verb,,[/falam-ka1],
6991,falanka,"to wake up, awaken, get out of bed, arise, get up (from a fall) (of one)",Other Verb,,[/falam-ka1],
6992,falánka,"to be alive, be conscious, be awake",CHA-,,[/falam-ka1],
6993,falkohka,"to wake up, awaken (of two)",-LI,"-, falkohilka, falkohaska",[/falkoo<h>-ka1],
6994,falkoohoka,falkòoka,,,,
6995,falkòoka,"to wake up, awaken (of more than two)",-LI,"-, falkòohilka, falkòohaska",[/falkòo-ka1],
6996,famohka,Var. of fomòoka,,,,
6997,famòoka,Var. of fomòoka,,,,
6998,famopka,Var. of fomopka,,,,
6999,famotka,Var. of fomopka,,,,
7000,faskachi,"to flake off, peel",,,[/fas-ka1],
7001,faskòhko,Negative form of faskooli,,,,
7002,faskohli,Var. of faskooli,,,,
7003,faskookìicho,Negative form of faskoolichi,,,,
7004,faskooli,to hatch (of an egg),,,[/faskoo-li],
7005,faskoolichi,to hatch (an egg),-LI/3,"faskoochihi, faskoohilichi, faskoohachichi",[/faskoo-li-chi1],
7006,faslichi,to peel (something) off,-LI/3,"faschichi, fashilichi, fashachichi",[/fas-li-chi2],
7007,fatka,"to be told, be known",CHA-,,[/fat-ka1],
7008,fátko,Negative form of fatli,,,,
7009,fatli,to tell (something),-LI/3,"fatchi, fathili, fathachi",[/fat-li],
7010,fayka,"to be terminateed, left, stopped",CHA-,,[/fay-ka1],
7011,fayli,"to stop, quit doing, be through with, go out of business, leave off doing; to leave (someone or something); to release let go of (something)",-LI/CHA-,"faychi, fayhili, fayhachi",[/fay-li],
7012,faylichi,to make (someone) stop; to fire or lay off (someone) (from a job),-LI/CHA-,"faychichi, fayhilichi, fayhachichi",[/fay-li-chi1],
7013,fayolitka,African violet,,,[/fayolit-ka3],
7014,fayolitka maɬátli,wild violet,,,[/fayolit-ka3],
7015,fayòoko,Negative form of fayòoli,,,,
7016,fayòoli,"to sway as one walks, swagger, strut, shake the body",CHA-; -LI,"fayòochi, fayòohili, fayòohachi",,
7017,fayòolichi,"to sway as one walks, swagger, strut, shake the body (of more than one)",CHA-; -LI,"-, fayòohilichi, fayòohachichi",[/fayòo-li-chi2],
7018,Febwiiri,month of February,,,,
7019,fihka,"to scatter, sow, broadcast seeds (esp. for turnip, collards, and mustard), sprinkle (water)",-LI/3,"fihiska, fihilka, fihaska",[/fih-ka1],
7020,fíhna,"to be lots, a lot, too; to be real, the real thing",,,[/fina],
7021,fiihíkko,Negative form of fihka,,,,
7022,fíina,Var. of fíhna,,,,
7023,fiithachibaski,peacock,,,[/fiito /hachi /baski],
7024,fiitihpo,June bug,,,,
7025,fiito,turkey,,,,
7026,fiitobitka,turkey dance,,,[/fiito /bit-ka1],
7027,fiitobitka talilwa,turkey dance song,,,[/fiito /bit-ka1],
7028,fiitpàhka,peacock,,,[/fiito /pah-ka1],
7029,fiitpàhka hachihobaski,peacock,,,[/fiito /pah-ka1],
7030,fikfihíkko,Negative form of fikfihka,,,,
7031,fikfihka,to chatter (of a squirrel),,,[/fikfih-ka1],
7032,fikfihkatíkko,Negative form of fikfihka,,,,
7033,fikohíkko,Negative form of fikohka,,,,
7034,fikohka,to hiccup,CHA-,,[/fikoh-ka1],
7035,fikohlichi,to cause the hiccups,-LI/CHA-,"fikohchichi, fikohhilichi, fikohhachichi",[/fikoh-li-chi1],
7036,filakchi,"to cook in the shell (of corn, peas)",Other Verb,,,
7037,filakchichi,"to cook food in its shell or on the cob (esp. corn, peas)",-LI/3,"filakchichiska, filakchichilka, filakchichaska",[/filakchi-chi1],
7038,filam-,<br/>,,,,
7039,filammi,"to fork off, take a fork off a main route, branch off, cut off from a main path (of one)",-LI,"filanchi, -, -",[/filam-li],
7040,filammichi,"to make (someone) turn off at a fork in the road, make (someone) change direction",-LI/CHA-,"filanchichi, filaⁿhilichi, filaⁿhachichi",[/filam-li-chi1],
7041,filanka,"road or stream that forks and splits off, side road",,,[/filam-ka1],
7042,filanka,"to take a fork off a main route, branch off, cut off from a main path; to turn off a path (of one)",Other Verb,,[/filam-ka1],
7043,filkohka,"to fork off, take a fork off a main route, take a branch off, take a cut off from a main path (of more than one)",-LI,"-, filkohilka, filkohaska",[/filkoh-ka1],
7044,filkohli,"to make (more than one) take a turn off, divert",-LI/CHA-,"filkohchi, filkohhili, filkohhachi",[/filkoh-li],
7045,filkohoka,filkohka,,,,
7046,filkòoka,"to be branching, forking into more than two (as a road or creek)",,,[/filkòo-ka1],
7047,fíllanka,"to be forking, have a branch off, have a turn-off (of a road)",,,[/filam-ka1],
7048,finika,vinegar,,,[/fini-ka3],
7049,fithoka,fitka,,,,
7050,fitipíkko,Negative form of fitipka,,,,
7051,fitipka,"to dig out, pick out, pull up, get out (one object) that is stuck in, uproot, pluck; to pick the teeth",-LI/3,"fitipiska, fitipilka, fitipaska",[/fitip-ka1],
7052,fitka,"to dig out, pick out (plural objects)",-LI/3,"fitiska, fitilka, fitaska",[/fit(ip)-ka1],
7053,fitokko,"woodpecker, speckled woodpecker",,,,
7054,fittokko,Var. of fitokko,,,,
7055,fofchanassa,yellow jacket,,,,
7056,fofchòkba,green hornet,,,,
7057,fohchòkba,Var. of fofchòkba,,,,
7058,fohchonaska,Var. of fofchanassa,,,,
7059,fohimiisa,"hive, beehive",,,[/foho im- /iisa],
7060,fohinchampoli,honey,,,[/foho im- /champoli],
7061,fohinchampoli intala,beeswax,,,[/foho im- /champoli im- /tala],
7062,fohinniya,"beeswax, honeycomb",,,[/foho im- /niya],
7063,fohli,"to lick, lap, sip",-LI/CHA-,"fohchi, fohhili, fohhachi",[/foh-li],
7064,fohlichi,to make someone lick,-LI/CHA-,"fohchichi, fohhilichi, fohhachichi",[/foh-li-chi1],
7065,foho,"bee, esp. honey bee",,,,
7066,fohobaski,wasp,,,[/foho /baski],
7067,foho imaafohka,damp place in the woods where bees congregate; a flower patch where bees go,,,[/foho im-aa- /foh-ka1],
7068,foho immikko,queen bee,,,[/foho im- /mikko],
7069,foho waayòhka,swarm (of bees),,,[/foho /waayòh-ka1],
7070,fokchòkba,Var. of fofchòkba,,,,
7071,fokchòmba,Var. of fofchòkba,,,,
7072,fokoolichi,Var. of fakohlichi,,,,
7073,folo,"shell, esp. oyster shell; clam",,,,
7074,folòoka,"to have the flu, influenza",CHA-,,[/folòo-ka3],
7075,folosi,shell,,,[/folo-osi],
7076,fomohka,Var. of fomòoka,,,,
7077,fomòoka,"to swing and miss, feint at (repet.), wave, fling, flap, swing (something) around, wag, flutter; to get more than one strike in baseball",Other Verb,,[/fomo(p)-ka1],
7078,fomopka,"to swing and miss, wave, fling, flap (the arms) around, swing (something); to get a strike in baseball",-LI/3,"fomopiska, fomopilka, fomopaska",[/fomop-ka1],
7079,foobaski,Var. of fohobaski,,,,
7080,foochokba,Var. of fofchòkba,,,,
7081,foopachi,"to make a noise as of bees swarming or rain coming; to buzz, hum",,,[(/foopa)-chi2],
7082,foopachitíkko,Negative form of foopachi,,,,
7083,fooschoba,eagle,,,[/foosi /choba],
7084,fooschobabitka,eagle dance,,,[/foosi /choba /bit-ka1],
7085,fooshatka,cattle egret,,,[/foosi /hat-ka1],
7086,fooshobàachi,mockingbird,,,[/foosi /hooba-chi1],
7087,fooshòllo,kingfisher,,,[/foosi /hollo],
7088,fooshòmma,"summer tanager, scarlet tanager",,,[/foosi /homma],
7089,foosi,bird (generic),,,,
7090,foosibitka,"eagle dance, bird dance",,,[/foosi /bit-ka1],
7091,foosihissi,"feather, down, small belly feathers",,,[/foosi /hissi],
7092,foosi imìlpa,bird feed,,,[/foosi im-il- /(i)pa],
7093,foosi ittanahka,flock of birds,,,[/foosi /ittanah-ka1],
7094,foosimiisa,"bird house, bird cage",,,[/foosi im- /iisa],
7095,foosi nokbibaski,crane,,,[/foosi /nokbi /baski],
7096,foosismaɬahkachi,Var. of foosismaɬatkachi,,,,
7097,foosismaɬatkachi,scarecrow,,,[/foosi ist- /maɬat-ka1],
7098,foosi wìihli,bird dog,,,,
7099,foosiwoksi,feather,,,[/foosi /woksi],
7100,foosláanasi,indoor canary,,,[/foosi /laana-osi],
7101,foososi,"nestling, little bird",,,[/foosi-osi],
7102,foospalki,road-runner,,,[/foosi /palki],
7103,foospolicha,mockingbird,,,[/foosi /policha],
7104,foossáwwasi,sparrow,,,[/foosi /sawwa-osi],
7105,fósi,grandfather; uncle,,,,
7106,foska,"to shed bark, peel (of bark), be peeled",,,[/fos-ka1],
7107,foskachi,"to shed bark, peel (of bark), be peeled",,,[/fos-ka-chi2],
7108,fosli,"to shell, hull, shuck (peas), peel (with the hands), take bark off, strip leaves",-LI/3,"foschi, foshili, foshachi",[/fos-li],
7109,fóssòoba,greatgrandfather,AM-p,,[/fósi /achòoba],
7110,fotchanaski,Var. of fofchanassa,,,,
7111,foybaski,Var. of fohobaski,,,,
7112,paabalàaka,to lie down on one's side (of one),-LI,"paabalàahiska, -, -",[paa- /balaa-ka1],
7113,paabalàali,to lay (one object) down on top of,-LI/CHA-,"paabalàachi, paabalàahili, paabalàahachi",[paa- /balaa-li],
7114,paabállàali,"to have (one object) lying on top of something, have propped up",-LI/3,"paabállàachi, paabállàahili, paabállàahachi",[paa- /balaa-li],
7115,paabokanta,"to be humpbacked, hunchbacked, stooped",CHA-,,[paa- (/bokanta)],
7116,paabokíyyo,Negative form of paaboyya,,,,
7117,paabokko,"to be hunchbacked, humpbacked",CHA-,,[paa- /bokko],
7118,paabokonta,Var. of paabokanta,,,,
7119,paabonotka,"to be round-shouldered, bent over, hunchbacked, have a crooked back",CHA-,,[paa- /bonot-ka1],
7120,paaboyya,"to walk over, walk across a span",-LI/3,"paabochiyya, paaboliyya, paabohachiyya",[paa- -/boyya],
7121,paachaaha,"to be over full, overloaded",,,[paa- /chaaha],
7122,paachakissa,to be sticky on top (as a table),,,[paa- /chakissa],
7123,paachakissachi,"to glue, cement on (as formica on top of a counter)",-LI/3,"paachakissachiska, paachakissachilka, paachakissachaska",[paa- /chakissa-chi1],
7124,paachanahki,"backbone, spinal column",CHA-,,[paa- /chanahki],
7125,paachìika,"to perch on, sit on top of, alight on (of several)",-LI/3,"-, paachìihilka, paachìihaska",[paa- /chii-ka1],
7126,paachikìika,"to perch on, sit on top of, alight on (of a few)",-LI/3,"-, paachikìihilka, paachikìihaska",[paa- /chikìi-ka1],
